ID;Descrição;Preço em R$
200;Memória Ram Kingston Fury Beast, 8GB, DDR4, 3600MHZ, Preto - kf436c17bb/8;240,86
201;Memória Kingston, 4GB, 1600MHz, DDR3, CL11, para Notebook - KCP3L16SS8/4;139,99
202;Memória Kingston HyperX SODIMM, 32GB, 3200MHz, DDR4, CL20, 260-PIN, Para Notebook - KF432S20LB/32;500,65
203;Memoria Hikvision S1 8GB, DDR4-3200 Mhz, 1.2v Notebook - Hked4082cab1g4zb1;156,94
204;Memória Husky Gaming Blizzard RGB, 16GB, 3600MHz, DDR4 - CL26, Prata - HGMF026;299,99
205;Memória Hyperx DDR3L, 8GB, 1600Mhz, 1.35v, para Notebook;149,90
206;Memória Kingston Fury Impact, 64GB (2x32GB), 3200MHz, DDR4, CL20, para Notebook - KF432S20IBK2/64R;1.099,99
207;Memória Kingston 4GB, DDR4, 2666mhz, Cl19 - Kvr26n19s8/4;67,68
208;Memoria   8gb Kingston Ddr4 2666mhz - Kvr26n19s8/8.;116,00
209;Memória Crucial, 32GB, 3200MHz, DDR4, Para Notebook - CT32G4SFD832A;493,91
210;Memória Kingston Fury Beast para Intel XMP, 16GB, 4800MHz, DDR5, CL38, Preto - KF548C38BB-16;449,99
211;Memória Kingston Fury Beast, RGB, 16GB (2x8GB), 3733MHz, DDR4, CL19, Preto - KF437C19BBAK2/16;429,99
212;Memória Para Notebook 4GB, Kingston, DDR4, 2400mhz, Cl17 - Kvr24s17s8/4;75,11
213;Memória Corsair Vengeance 8GB, 2666MHz, DDR4, C18, para Notebook, Preto - CMSX8GX4M1A2666C18;149,99
214;Memória Corsair 4GB, 1333MHz, DDR3, C9, para Macbook - CMSA4GX3M1A1333C9;119,99
215;Memória Corsair Vengeance 16GB (2x8GB), 3000MHz, DDR4, CL18, para Notebook - CMSX16GX4M2A3000C18;289,99
216;Memória Kingston 8GB, DDR4, 2400mhz, Cl17 - Kvr24n17s8/8;125,75
217;Memória Corsair Vengeance 16GB (2x8GB), 2400MHz, DDR4, C16, para Notebook, Preto - CMSX16GX4M2A2400C16;289,99
218;Memória Kingston Fury Renegade, RGB, 32GB, DDR4, (2x16GB), 3600MHz, CL16, Preto - KF436C16RB12AK2/32;799,99
219;Memória Corsair Vengeance RT, RGB, 32GB (2x16GB), 4600MHz, DDR4, CL18, Preto - CMN32GX4M2Z4600C18;1.049,99
220;Memória XPG Gammix D45, 8GB, 3200MHz, DDR4, CL16, Preta - AX4U32008G16A-CBKD45;199,99
221;Memória XPG Spectrix D50, RGB, 32GB, 3600MHz, DDR4, CL18, Cinza - AX4U360032G18I-ST50;639,99
222;Memória Kingston KVR, 4GB, DDR4, 2666MHz, CL19, para Notebook - KVR26S19S6/4;99,99
223;Memória Kingston Fury Beast para Intel XMP, RGB, 16GB, 6000MHz, DDR5, CL40, Branco - KF560C40BWA-16;549,99
224;Memória Oxy, 16GB, 2400MHz, DDR4, Para Notebook;245,96
225;Memória Corsair Vengeance RT, RGB, 32GB (2x16GB), 4000MHz, DDR4, CL18, Preto - CMN32GX4M2Z4000C18;849,99
226;Memória Corsair Vengeance, RGB, 64GB (2x32GB), 5200MHz, DDR5, C40, Preto - CMH64GX5M2B5200Z40K;1.399,99
227;Memória Kingston SODIMM, 16GB, 2666MHz, DDR4, CL19, Para Notebook, 260-PIN, 1.2V, 2RX8 - KVR26S19D8/16;316,79
228;Memória Kingston Fury Impact, 32GB (2x16GB), 2666MHz, DDR4, CL16, para Notebook - KF426S16IBK2/32R;549,99
229;Memória Kingston, 8GB, 2400MHz, DDR4, CL17 - KVR24N17S8/8;107,26
230;Memória Oxy, 8GB, 1600MHz, DDR3L, 1.35V, Para Notebook;85,41
231;Memória Oxy, 8GB, 1600MHz, DDR3, CL11, Para Notebook - PC3-12800;85,41
232;Memória Kingston Fury Beast para Intel XMP, RGB, 16GB, 5600MHz, DDR5, CL40, Preto - KF556C40BBA-16;539,99
