ID;Descrição;Preço em R$
117;SSD Kingston A400 240GB 2.5 polegadas, Sata Iii, Leitura 500MB/S, Gravação 350MB/S - Sa400s37/240g;158,65
118;SSD Kingston A400, 960GB, SATA - SA400S37/960G;374,60
119;SSD Rise Mode Gamer M.2 Z Series 512GB M.2, NVMe, Leitura: 2200MB/s e Gravação: 1800MB/s - RM-SSD-512GB-M2;229,99
120;SSD 1TB Kingston Nv2, M.2 2280 PCIe, NVMe, Leitura 3500MB/s, Gravação 2100MB/s - Snv2s/1000g;418,28
121;SSD Corsair Force MP600 PRO XT, 2TB, M.2 PCIe, NVMe, Leitura 7100MB/s e Gravação 6800MB/s - CSSD-F2000GBMP600PXT;1.099,99
122;SSD Externo 500 GB Kingston XS2000, Leitura: 2000MB/s e Gravação: 2000MB/s - SXS2000/500G;469,99
123;SSD Sandisk Plus 240GB, SATA, Leitura 530 MB/s - SDSSDA-240G-G26;198,90
124;SSD Externo Portátil SanDisk Extreme PRO, 4TB, USB 3.1, Leitura: 2.000 MB/s, Gravação: 2.000 MB/s, Preto e Laranja - SDSSDE81-4T00-G25;2.599,99
125;SSD WD Green SN350 2TB, M.2 2280, PCIe, NVMe, Leitura: 3200MB/s, Gravação: 900MB/s, Verde - WDS200T3G0C;769,99
126;SSD 250GB WD Blue SN580 NVMe, M.2 PCle, Gen4, Leitura 4000 e Gravação 2000 - WDS250G3B0E;199,99
127;SSD Western Digital 480GB, Leitura 545MB/s E Gravação 430MB/s, 2.5p, SATA 3 - Wds480g2g0a;199,90
128;SSD Externo Samsung 1TB, T7 Shield, USB, Leitura 1050MB/s e Gravação 1000MB/s - MU-PE1T0S/WW;649,99
129;SSD Externo 256 GB Adata, USB 3.2 Gen 2 com Type C, Leitura: 1000MB/s, Cinza - ASE760-256GU32G2-CTI;279,99
130;SSD Lexar 960GB Sata, Leitura 550MB/s, 2.5, Cinza - LNQ100X960G-RNNNU;389,99
131;SSD 1 TB Samsung 970 EVO Plus, M.2 NVMe, Leitura: 3500MB/s e Gravação: 3300MB/s - MZ-V7S1T0B/AM;699,99
132;SSD Samsung 250GB, 870 EVO, SATA, Leitura 560MB/s e Gravação 530MB/s - MZ-77E250BW;279,99
133;"SSD 1 TB Samsung 870 EVO Series, 2.5"", SATA III, Leitura: 560MB/s e Gravação: 530MB/s, Preto - MZ-77E1T0E";849,99
134;SSD WD Black SN850X Gaming Storage 2TB, M.2 2280 PCIe GEN4X4, NVMe, Leitura: 7300 MB/s e Gravação: 6600 MB/s, Preto - WDS200T2X0E;1.199,99
135;SSD Rise Mode 1TB Gamer Line, SATA, Leitura: 535MB/s e Gravação: 435MB/s, Preto - RM-SSD-1TB;379,99
136;SSD Kingston 960GB Dc600m, Para Data Center, 2.5p, SATA III 6GB/s - Sedc600m/960g;696,55
137;SSD 1TB Corsair MP600 PRO NH, PCIe Gen 4.0 x4 NVMe M.2, Leitura: 7000MB/s e Gravação: 5700MB/s, Preto - CSSD-F1000GBMP600PNH;589,99
138;SSD 1TB Corsair MP600 PRO, PCIe Gen 4.0 x4 NVMe M.2, Leitura: 7000MB/s e Gravação: 5500MB/s, Preto - CSSD-F1000GBMP600PRO;599,99
139;SSD Adata 512GB, Legend 700, M.2 2280 NVMe PCIe Gen 3 - Aleg-700-512gcs;269,10
140;SSD Gigabyte AORUS Gen5 12000 1TB, PCI-Express 5.0x4, NVMe 2.0, Leitura:11700MB/s e Gravação:9500MB/s, Preto - AG512K1TB;1.499,99
141;SSD Kingston 480GB Dc600m, Para Data Center, 2.5p, SATA III 6GB/s - Sedc600m/480g;555,99
142;SSD Kingston 7680GB DC600M Mixed-Use, SATA 2.5, Leitura: 560MB/s e Gravação: 530MB/s - SEDC600M/7680G;4.799,99
143;SSD 4TB Kingston Fury Renegade com Dissipador, PCIe 4.0 NVMe M.2, Gen4x4, Leitura: 7300MB/s e Gravação: 7000MB/s, Preto, compatível com o PlayStation 5 - SFYRDK/4000G;2.799,99
144;SSD Rise Mode Gamer M.2 Z Series 1TB M.2, NVMe, Leitura: 2200MB/s e Gravação: 1800MB/s - RM-SSD-1TB-M2;399,99
145;SSD Kingston Nv2, 500GB, M.2 2280, NVME PCIE 4.0 X4, Leitura 3500MB/s E Gravação 2100MB/s - Snv2s/500g;246,20
146;SSD Externo Kingston XS2000, 4TB, USB 3.2 Gen 2x2, Leitura: 2000MB/s e Gravação: 2000MB/s, Cinza - SXS2000/4000G;2.199,99
147;SSD 1 TB WD Green, SATA III, Leitura: 545MB/s e Gravação: 550MB/s - WDS100T3G0A;449,99
148;SSD 1 TB WD Blue SN570, M.2 2280, NVMe, Leitura: 3.500MB/s e Gravação: 3.000MB/s, Azul - WDS100T3B0C;579,99
149;SSD Redragon Hs-SSD-eMBer 256GB M.2;199,99
150;SSD 500GB Corsair MP600 GS, PCIe Gen 4.0 x4 NVMe M.2, Leitura: 4800MB/s e Gravação: 3500MB/s, Preto - CSSD-F0500GBMP600GS;299,99
151;SSD Kingston Fury Renegade 4TB, M.2 2280 PCIe, NVMe, Leituras 7.300MB/s, Gravação 7.000MB/s - SFYRD/4000G;2.669,99
152;SSD Portátil 2TB Corsair EX100U, USB Type-C, Leitura: 1600MB/s e Gravação: 1500MB/s, Preto - CSSD-EX100U2TB;979,99
153;SSD Kingston 3840GB DC600M Mixed-Use, SATA 2.5, Leitura: 560MB/s e Gravação: 530MB/s -  SEDC600M/3840G;3.399,99
154;SSD Pny 2TB Cs900 Sata Iii 2,5 Polegadas - SSD7cs900-2tb-rb;632,61
155;SSD WD Black 2TB SN850P NVMe, Leitura: 7300MB/s e Gravação: 6600MB/s, para consoles PS5 - WDBBYV0020BNC-WRSN;1.429,99
156;SSD 256 GB Adata Ultimate SU800, SATA, Leitura: 550MB/s e Gravação: 500MB/s - ASU800SS-256GT-C;199,99
157;SSD Gamer 256 GB Multi, M.2 2280, PCIe, NVMe, P2400 e Gravação: AtÃ© 1700 MB/s - SS510;149,99
158;SSD Externo 2 TB Kingston XS2000, Leitura: 2000MB/s e Gravação: 2000MB/s - SXS2000/2000G;1.179,99
159;SSD Western Digital Green SN350, 240GB, M.2 2280, NVME, Leitura 2400MB/s E Gravação 900MB/s - Wds240g2g0c;191,90
160;SSD Kingston NV2, 4TB, M.2 2280 PCIe 4.0, NVMe Gen 4x4, Leitura: 3500 MB/s e Gravação: 2800 MB/s - SNV2S/4000G;1.599,99
161;SSD Kingston Dc600m, 3.8TB, Sata 3, 2.5 Polegadas, Data Center - SEDC600M/3840G;3.045,32
162;SSD 256 GB Adata XPG Spectrix S40G, M.2, Leitura: 3500MB/s e Gravação: 1200MB/s - AS40G-256GT-C;219,99
163;SSD Adata 120GB, SU650, 520MBps, SATA 2.5 - ASU650SS-120GT-R;88,20
164;SSD Corsair 2TB MP700, M.2 PCIe Gen5 x4 NVMe 2.0, Leitura 10000MB/s e Gravação 10000MB/s, Preto - CSSD-F2000GBMP700R2;1.899,99
165;SSD 1TB XPG S41 TUF, M.2 PCIe NVMe, Heatsink, Leitura: 3500MB/s e Gravação: 3000MB/s - AGAMMIXS41-1T-C;639,99
166;SSD 1 TB WD Red SN700, M.2 2280, NVMe, Leitura: 3430MB/s e Gravação: 3000MB/s, Vermelho - WDS100T1R0C;899,99
167;SSD M.2 Kingston Fury Renegade Gen4, 1Tb, Pcie 4, 7300mbs;779,45
168;SSD Kingston 1.92TB Dc600m, 2.5p, SATA 3 6GB/s, Para Data Center - Sedc600m/1920g;1.293,70
169;SSD Patriot Burst Elite, 240GB, SATA III,  Leitura 450MB/s, Gravação 320MB/s, 2.5 Polegadas - PBE240GS25SSDR;143,10
170;SSD Externo Portátil SanDisk Extreme 1TB, USB, Leitura: 1050 MB/s e Gravação: 1000 MB/s, Verde - SDSSDE61-1T00-G25M;679,99
171;SSD Crucial CT1000P3PSSD8, 1TB, M.2 PCIe, NVMe, Leitura: 4,700MB/s, Gravação: 1,900MB/s;514,71
172;SSD Gigabyte AORUS Gen5 12000 2TB, PCI-Express 5.0x4, NVMe 2.0, Leitura:12400MB/s e Gravação: 11800MB/s, Preto - AG512K2TB;2.499,99
173;SSD Samsung 2TB 870 Qvo, Leitura 560MB/s E Gravação 530MB/s - Mz-77q2t0;1.398,60
174;"SSD 1 TB Samsung 870 QVO Series, 2.5"", SATA III, Leitura: 560MB/s e Gravação: 530MB/s, Cinza - MZ-77Q1T0B/AM";589,99
175;Suporte Corsair para até 2 SSDs - CSSD-BRKT2 3822633;39,99
176;SSD PNY, 250GB, 2.5, Cs900 Sat3 - SSD7cs900-250-rb;164,16
177;SSD M.2 Kingston Nv2 Pcie 4.0, 2TB, 3500MBs;700,86
178;SSD 2 TB Samsung 970 EVO Plus, M.2 PCI-Express, NVMe, Leitura: 3500MB/s e Gravação: 3300MB/s, Preto - MZ-V7S2T0B/AM;1.199,99
179;SSD PNY, 1TB, SATA III 6Gb/s, Leitura: até 535 MB/s, Gravação: até 515 MB/s, Preto - SSD7CS900-1TB-RB;359,90
180;SSD Wd Green 240Gb 2,5 7mm Sata 3 - Wds240g3g0a;178,92
181;SSD 240GB Adata Su630,ASU630SS-240GQLeitura 520 Mb/s E Gravação 450 Mb/s, SATA III 2.5;205,00
182;Case SSD Externo M2 Nvme Sata Exbom, Tipo-C, USB 3.1, M E B+m 10gbps;99,90
183;Suporte Corsair para SSDs - CSSD-BRKT1 3822633;31,99
184;Ssd Crucial Bx500, 2tb, Sata, Leituras: 540mb/s E Gravações: 500mb/s - Ct2000bx500ssd1;936,52
185;SSD Westerndigital WD_black Gen4 500GB, M.2, Leitura até 5150MB/s, Gravação até 4800MB/s - SN770;383,19
186;SSD 500GB Kingston Fury Renegade, com Dissipador, PCIe 4.0 NVMe M.2, Gen4x4, Leitura: 7300MB/s e Gravação: 3900MB/s, Preto, compatível com o PlayStation 5 - SFYRSK/500G;499,99
187;SSD 500GB WD Blue SN580 NVMe, M.2 PCle, Gen4, Leitura 4000 e Gravação 3600 - WDS500G3B0E;269,99
188;SSD 250 GB WD Blue, M.2, Leitura: 555MB/s e Gravação: 440MB/s - WDS250G3B0B;189,99
189;SSD 8TB Corsair MP600 PRO NH, PCIe Gen 4.0 x4 NVMe M.2, Leitura: 7000MB/s e Gravação: 6100MB/s, Preto - CSSD-F8000GBMP600PNH;6.999,99
190;SSD WD 480GB Green M.2 2280, Sata3, WDS480G2G0B;218,76
191;SSD WD 1TB SN770M, M.2, Leitura: 5150MB/s E Gravação: 4900MB/s, Preto - WDS100T3X0G-00CHY0;799,99
192;SSD 480GB Western Digital Green, SATA 3 2.5 Pol, Leitura 545 MBps E Gravação 430MBps - Wds480g3g0a;257,64
193;SSD 500 GB Corsair Force MP600 PRO LPX, M.2 PCIe, NVMe, Leitura: 7100MB/s e Gravação: 3700MB/s - CSSD-F0500 GBMP600PLP;416,99
194;Case Externa Ugreen, SSD M.2 Sata, Com Cabo USB A/c 50cm;136,26
195;SSD 1 TB Corsair Force MP600 PRO LPX, M.2 PCIe, NVMe, Leitura: 7100MB/s e Gravação: 3700MB/s - CSSD-F1000GBMP600PLP;599,99
196;SSD Samsung 8TB, 2.5, Sata 3, 870 Qvo 560mb/s Leit - 530mb/s Grav  Mz-77q8t0bw;3.148,20
197;SSD 240 GB Sata3 2,5Polegadas Ioway;149,97
