ID;Descrição;Preço em R$
128;Fonte Pcyes Spark, 600W, 75+, PFC Ativo, Cabos Flat - PXSP600WPT;270,13
129;Fonte Hoopson ATX, 230W, Bivolt, SATA IDE, Com Cabo De Força;78,99
130;Fonte 1200w Tt Toughpower Gf3 Modular Gold Ps-tpd-1200fnfagb-n;2.057,31
131;Fonte Brazil PC Bpc-230, ATX 230W Real, 24 Pinos - OEM;40,26
132;Fonte Gamer C3tech, 700W, 80 Plus Bronze, Pfc Ativo, ATX - Ps-G700b;366,34
133;Fonte Power Station ATX, 500W, Bivolt, Preto - PS-500;120,38
134;Fonte Neologic, ATX, 500W, 80 PLUS, PFC Ativo, Entrada Bivolt, Preto, Bronze - NL-500;199,00
135;Fonte C3Tech ATX, 200W, Sem Cabo, PS-200V4;50,00
136;Fonte Fortrek ATX 200w RMS Sem Cabo 20+4p;64,90
137;Fonte De Alimentação Concórdia 600w Real, 80 Plus, White, Automática, Com Pfc Ativo;251,10
138;Fonte de Alimentação Bluecase Blu500r-b, ATX 500w, 80 Plus, Bronze Pfc Ativo, Com cabo - Preto;252,61
139;Fonte Pixxo Sfx 200w Com Cabo Auto Pl200axs;168,08
140;Fonte Bright TFX 750W, Prata - FT007;253,99
141;Fonte Ipec, 2A, Com Timer;154,90
142;Fonte XPG Pylon, 550W, 80 Plus Bronze - PYLON550B-BKCBR 3422;379,90
143;Fonte Tronos Atx 230w Real Brazilpc Bpc-230v1.2, 230w O&m C/cabo;56,00
144;Fonte K-Mex, 200W, Com Cabo - PX300CNG0001B2X;90,54
145;Fonte ATX Mymax 1000W, 80 Plus Silver, Pfc Ativo, Modular - Mpsu/fp1000w;527,12
146;Fonte Brazil PC ATX 800W, Real Pro Full Modular, 80plus, Bronze - Ps/Fm800brz80;429,00
147;Fonte De Alimentacao Pixxo, 200w, Atx S/ Cabo - Pf200sxjsc;69,92
148;Fonte Revenger 750W 80 Plus Bronze, PFC, Ativo Fo-max03;360,95
149;Fonte Draxen, 500W, 80 Plus Bronze, PFC Ativo, Com Cabo - DN500/BRONZE;237,83
150;Fonte K-Mex ATX, 300W Real, 12 V2.31, Cooler de 120 mm - PK300RPF;175,90
151;Fonte Corsair RM1000X 1000W, 80 Plus Gold, Full Modular, Bivolt, Sem Cabo, Preto - CP-9020201-WW;1.699,99
152;Fonte Thermaltake Toughpower 1050w Gf A3, 80 Plus Gold, Pfc Ativo, Full Modular, Branca - Ps-tpd-1050fnfagb-n;1.561,41
153;Fonte Pcyes Spark, 400W, 75+, PFC Ativo, Cabos Flat - PXSP400WPT;210,04
154;Fonte K-Mex Mini, 200W, Conector De Energia Em L - PB-200CNF;117,99
155;Fonte Gamer Redragon RGPS, 400W, 80 Plus White, PFC Ativo, sem cabo, Preto - GC-PS012;229,99
156;Fonte BRX TFX, 400W;156,09
157;Fonte ASUS ROG Loki SFX-L, 750W, 80 Plus Platinum, Modular, PFC Ativo, sem cabo, Preto - 90YE00N4-B0BA00;1.599,99
158;Fonte Gigabyte, ATX 650W, 80 Plus Bronze, Com Cabo Preto;383,65
159;Fonte Cooler Master MWE, 550W, 80 Plus White, PFC Ativo, Com Cabo, Padrão Brasileiro, MPE-5501-ACAAW-BR;407,15
160;Fonte Draxen Gamer ATX, 700W, 80 Plus Bronze, PFC Ativo - DN700/BRONZE;192,72
161;Fone De Ouvido Qcy, Bluetooth 5.3, T13x 5.3,  4 Mic, Enc In-ear;219,90
162;Fonte GAMDIAS Kratos M1, 750W, 80 Plus Bronze, PFC Ativo, RGB - M1-750B;418,00
163;Fonte K-Mex ATX, 200W, 12V, Com Cabo;53,10
164;Fonte Corsair ATX CX550F, 550W Real, RGB - CP-9020225-BR;1.179,90
165;Fonte Redragon, 600W, 80 Plus Bronze, Modular - GC-PS003-1, 3007;415,00
166;Fonte Brx ATX 400w, Automática;168,19
167;Fonte Redragon RGPS-600W, 600W, PFC Ativo, Bivolt, Cabos Fixos, Sem Cabo de Força, FAN 14cm, GC-PS002-1;336,00
168;Fonte Thermaltake Toughpower Gf A3, 850W, Full Modular - Ps-Tpd-0850fnfagb-H;1.256,31
169;Fonte Gamemax Gx1050 Pro 1050w, 80 Plus, Platinum Full Modular Pfc Ativo, Metal - Gx1050prsls8810br;870,39
170;Fonte Redragon, ATX 1000w, 80 Plus, Platinum, Preto, Full Modular;1.345,00
171;Fonte C3tech Ps-201, 200w, ATX, Bivolt Manual - OEM;63,50
172;Fonte Brazilpc Atx 500w Brazilpc Bpc/5350-m 24 Pinos Box;92,26
173;Fonte Knup Gamer ATX, 400W, Bivolt, 24 Pinos - KP-532;392,88
174;Fonte Duex ATX, 200W;62,22
175;Fonte Knup ATX Cowboy Gamer, 600W;333,87
176;Fonte Aerocool VX-500, 500W, Bivolt, ATX, Preto, EN57136;199,99
177;Fonte Goldentec ATX, 250W Real - FG-ATX250;99,99
178;Fonte BlueCase ATX, 350W, PFC, BLU350PFC;166,30
179;Fonte ATX Gamemax Gx700, 700W, 80 Plus Gold, Pfc Ativo, Black - Gx700wbkpss7710br;424,50
180;Fonte Goldentec ATX, 350W Real, Bivolt;237,96
181;Fonte  Onepower, ATX 650w, Autoswitch- Mp-650-opasw;192,10
182;Fonte De Alimentação Onepower, 600w, Bivolt, Preto - Mp-600-opasw;189,04
183;Fonte Redragon RGPS-500W, 500W, PFC Ativo, Bivolt, FAN 140mm - GC-PS001;319,90
184;Fonte Cougar GEX, 750W, 80 Plus Gold, Full Modular, PFC Ativo - 31GE075010p01;736,98
185;Fonte Evus Gamer, 600W, 80 Plus Bronze, LED RGB - EVG600;265,58
186;Fonte C3Tech ATX, 700W, 80 Plus White, PS-G700M;359,01
187;Fonte Atx 500w Real Bpc/5350-m, 24 Pinos, Com Cabo Box;105,00
188;Fonte C3Tech, 200W, 115V/230V, PS-200V4;62,90
189;Fonte Cooler Master Mwe, 750w, 80 Plus Bronze-mpe-7501-acaabbr;530,00
190;Fonte Brx Automatica, 750w, Amarela;209,95
191;Fonte ATX 800w Automatica Storm-z Full Modular;492,15
192;Fonte XPG Core Reactor, 850W, 80 Plus Gold, Modular, Bivolt;1.740,47
193;Fonte De Alimentação Pcyes Schocker 600w, 80 Plus, White Pfc Ativo C/cabo;275,31
194;Fonte Cooler Master G700, 700W, 80 Plus Gold, PFC Ativo, MPW-7001-ACAAG-WO;549,90
195;Fonte Gamemax Gx850 Pro, 850w 80 Plus, Gold FULL Modular, Pfc Ativo - GX850PBKPS18810BR;718,99
196;Fonte Cooler Master, G600, 80plus Gold - 600W;622,40
197;Fonte Brazil PC 1.2, 230W Real, 24 Pinos, BPC-230V;90,76
198;Fonte Redragon Atx 850w, 80 Plus Gold, Rgb, Pfc Ativo, Full Modular, Preto;882,90
199;Fonte K-Mex Mini ITX, 200W, 24P - PD-200RNG;128,75
200;Fonte ATX Brazilpc Pro, FULL 700w Modular, 80 Plus Silver 700w, Bivolt - EZ-8898S;315,38
201;Fonte Corsair RM1000E 1000W, 80 Plus Gold, Full Modular, Bivolt, Sem Cabo, Preto - CP-9020264-WW;1.759,99
202;Fonte Gigabyte P650B, 650W, 80 Plus Bronze - GPP650BBR;383,65
203;Fonte Poe Ubiquiti Gigabit  48v-24w, Preto;169,90
204;Fonte De Alimentação Gigabyte Aorus Gp-ap1200pm, 1200 W, Platinum;4.290,00
205;Fonte Dmix ATX Gamer, 600W Real, Bivolt, Silenciosa, Para PC, 24 Pinos;237,90
206;Fonte Pcyes Electro V2, 650W, 80 Plus Bronze, PFC Ativo;431,10
207;Fonte Thermaltake Smart BX1, 650W, 80 Plus Bronze, PFC Ativo - PS-SPD-0650NNFABB-1;603,18
208;Fonte Aerocool 500W Chaveada VX-500, Bivolt, Sem Cabo de Força, EN57136;174,24
209;Fonte De Alimentação Hayom, ATX, 200W, Cabo De Força;72,90
210;Fonte De Alimentação Atx Potencia Real 500w Goldentec - G500- GT500;249,00
211;Fonte Hayom, 500w, 80 Plus, ATX, 110/220v - w-pw1605;290,00
212;Fonte Gamer Aerocool,ATX Kcas 1000gm Pfc Ativo, 80 Plus Gold;906,61
213;Fone de Ouvido Realme Buds Air 3s, Bluetooth 5.3, Bateria 30h, 4 Mic Enc;319,90
214;Fonte Pcyes ATX Electro V2 Series, 500W Real, 80 Plus White;322,47
215;Fonte C3tech Ps-g500, ATX, 500w, 80 Plus White Preto;349,00
216;Fonte Redragon Gc-ps017w, ATX 1000w, 80 Plus, Platinum Branco, FULL Modular;1.345,55
217;Fonte BRX Rainbow, ATX, 500W, 80 Plus, Automática PFC;225,25
218;Fonte Gamer Dash, 350w, Preto - Vfg350wpv2;135,18
219;Fonte Corsair Cv550, 550w, Pfc Ativo, 80 Plus® Bronze, Sem Cabo De Força, Cp-9020210-ww;800,01
220;Fonte De Alimentação Zebra, Básica - Pwr-wua5v-nac;127,00
221;Fonte Cooler Master Hyper White 600, 600W, 80 Plus White;869,90
222;Fonte Bluecase, 500W, PFC Ativo, Com Cabo, Preta, BLU500PFC;349,00
223;Fonte Mymax ATX, 200W, 24 Pinos, 2 SATA, Sem Cabo;48,40
224;Fonte Atx Gamer 850w Deepcool 80 Plus Gold Dq850m - V3l Full Modular Sem Cabo De Forca - Preto;908,89
225;Fonte Draxen ATX, 600W, 80 Plus Bronze, PFC Ativo - DN600;175,12
226;Fonte Cooler Master Masterwatt, 550W, 80 Plus Bronze, Semi-Modular, MPX-5501-AMAAB-WO;530,10
227;Fonte Brazil PC Gamer, 600W Real, 24 Pinos, BPC/6350-B;197,59
228;Fonte Mymax ATX Gamer, 850W, 80 Plus Bronze, PFC Ativo, Bivolt, Com Cabo, Preta;351,12
229;Fonte Gamemax, 550W, 80 Plus Bronze - GM550;488,11
230;Fonte Evus, 200W Real, 20/24P, 2 SATA, Com Cabo De Força E Caixa - FT-200W;92,83
231;Fonte Pcyes Spark, 500W, PFC Ativo, Com Cabo, Preto - PXSP500WPT;234,11
232;Fonte Vinik Gamer Dash, 400W, Preto - VFG400WP;142,50
233;Fonte BRX ATX, 600W, 80 Plus Bronze, Rainbow RGB, Automática;349,69
234;Fonte ATX Brazilpc Pro, FULL 800w Modular 80 Plus, Bronze,800w, Bivolt - EZ-8858C;343,34
235;Fonte Gamer Pcyes Electro V2, 450w, 80 Plus, Bronze;503,49
236;Fonte Gigabyte Ud1000gm Pg5, Full-modular, 80plus Gold, 1000w;2.229,90
237;Fonte Dazz Rop ATX, 550W, 80 Plus Bronze, PFC Ativo;275,40
238;Fonte Cougar Gex X2 850, 850W, 80 Plus Gold, Pfc Ativo, Ultra-Silenciosa, Full Modular, Preta - 31gt085004p01;1.056,93
239;Fonte Gigabyte Gp-ap1200gm 1200w, 80 Plus Platinum, Certificado Totalmente Modular, Fonte De Alimentação;4.490,00
240;Fonte de Alimentação Brazil PC, 700W Real, 80 Plus Silver, Modular,  PFC Ativo, ATX;421,83
241;Fonte Mymax ATX, 600W, 24 Pinos, 2 SATA, High Power - MPSU/FP600W;309,99
242;Fonte Asustor, 65W, Para NAS, AS-65W;132,21
243;Fonte Thermaltake TT Toughpower Grand Fully Mod, 1050W, 80+ Platinum, RGB - PS-TPG-1050F1FAPB-1;2.185,39
244;Fonte Hoopson Real, 500W, 115V e 230V - FNT-500W;329,99
245;Fonte C3Tech Gamer ATX, 600W, 80 Plus Bronze, PFC Ativo, Bivolt Automático, PS-G600B;300,92
246;Fonte Evus ATX, 500W, RGB, Bronze - EVG500;254,11
247;Fonte Cougar ATX, 400W, 80 Plus White - 31VC040008P01;318,40
248;Fonte De Alimentação Computador Gamer Knup, Potência 50W - 100~240VAC;256,50
249;Fonte De Alimentação K-Mex Px-400rpg, 250W, ATX, 20+4P, 12V;132,50
250;Fonte Cougar Gex X2 1000, 1000W, 80 Plus Gold, PFC Ativo, Ultra-Silencioso, Full Modular, Preta - 31gt100004p01;1.467,65
251;Fonte Cougar GEX, 850W, 80 Plus Gold, Modular, PFC Ativo - GEX850;1.282,00
252;Fonte VKOEM ATX, 200W;80,10
253;Fonte Real ATX, Storm-z,650w, Automática, Cooler, Amarelo;209,79
254;Fonte Pixxo TFX, 200W Real, Cinza - PTFX200;147,00
255;Fonte Duex ATX, 500W Real, 20+4 IDE, SATA - DX500FSE;136,12
256;Fonte Hoopson ATX, 750W, 80 Plus Bronze, PFC Ativo, 140mm;899,99
257;Fonte Colmeia Chaveada 12v 10a Camera Fita Led Som Bivolt - 120w;62,89
258;Fonte Duex 850w, 80 Plus Bronze, Pfc Ativo, Full Modular, 850fse++;597,04
259;Fonte Volt Primária Power Net - 1000;1.038,08
260;Fonte 850w Xpg Kyber, Pfc Ativo, Eficiência 80%, 80 Plus Gold - Kyber850g-bkcbr-sf;962,99
261;Fonte Corsair ATX HX850, 850W, 80 Plus Platinum, Full Modular, Sem Cabo De Força - CP-9020138-WW;2.069,90
262;Fonte Thermaltake ATX Smart Series, 500W, 80 Plus, Branco;449,00
263;Fonte Gamer Deepcool Dq750m-v3l Wo,80 Plus Gold, Full Modular, Preto, Sem Cabo De Força;829,90
264;Fonte Thermaltake Smart BX1, 550W, 80+ Bronze, All Flat Cables - PS-SPD-0550NNFABB-1;511,95
265;Fonte Chinamate ATX, 200W, Bivolt, CM200;81,90
266;Fonte Dazz Gamer ATX, 750W Real, 80 Plus Bronze, PFC Ativo;442,00
267;Fonte Pcyes TFX, 400W, Real, PFC Ativo, Para Gabinete Slim, Preta;302,43
268;Fonte Corsair SF, 450W, 80 Plus Gold, Full Modular - CP-9020104-WW;1.239,90
269;Fonte Gamer Aerocool, 600w, Vx-600, Bivolt, Atx, Sem Cabo;202,14
270;Fonte Tronos, 24 Pinos, Sem Cabo - TRS-230 V1.2 230W;68,32
