ID;Descrição;Preço em R$
133;Processador Intel Core I9 10900K, 3.7GHz (5.3GHz Max Turbo), Cache 20MB, LGA 1200, Sem Cooler - BX8070110900K;4.469,90
134;Processador AMD Ryzen 5 5600g 3.9GHz, Cache 16MB, AM4 - OEM;854,10
135;Processador Intel Core I5 14400, 14ª Geração 3.5 Ghz, 4.7 Ghz Turbo, Cache 20mb, LGA1700 - Bx8071514400;1.710,35
136;Processador Intel Core I5 13400f, 2.5GHz (4.6GHz Turbo), Cache 20MB, 10 Núcleos, 16 Threads, LGA 1700, Sem Vídeo - Bx8071513400f;1.520,02
137;Processador Intel Core I5 3570 3ª Geração, 3.40GHz, Cache 6MB, LGA 1155, OEM;129,10
138;Processador Intel Core I5-12600K, 3.7GHz, Cache 20MB, LGA 1700;1.617,93
139;Processador Intel I5-2400, 3.40ghz, Cache 6mb,1155, Oem - FCLGA;119,00
140;Processador Intel Core I7 13700k Lga 1700 3.4ghz (5.4ghz Max Turbo) Cache 30MB 16 Núcleos 24 Threads - Bx8071513700k;2.736,92
141;Processador Intel Celeron G5905, 4MB, 3.5ghz, LGA 1200, Bx80701g5905;334,95
142;Processador Intel Core I5 2400 3.10ghz, LGA 1155, 2a Geração;150,00
143;Processador AMD A10-5800K, 3.8GHz, Quad Core, FM2, OEM;195,05
144;Processador Intel Core I7-10700KA, 3.8GHz, Cachê 16MB, Octa Core, LGA 1200 - BX8070110700KA;2.600,91
145;Processador Intel Pentium Gold G6405 10ª Geração, 4.10GHz, Dual Core, 4 Threads, LGA 1200 - BX80701G6405;488,78
146;Processador Intel Core I3-3220, 3.3GHz, 3MB, 2 Núcleos, 4 Threads, LGA 1155, Vídeo Integrado - Sk1155;169,53
147;Processador Intel I5-11400F, 2.6GHz, Cache 12MB, Hexa Core, 12 Threads, LGA 1200 - BX8070811400F;989,70
148;Processador Amd Ryzen 5 8600g, 4.3GHZ (5.0GHZ MAX), AM5, Cache 22MB, Sem Cooler - 100-100001237box;1.580,71
149;Processador AMD Ryzen 7 5800X3D, 3.4GHz - 100100000651WOFI;2.497,92
150;Processador Intel I3-10105F, 3.7GHz, Cache 6MB, Quad Core, 8 Threads, LGA 1200 - BX8070110105F;404,10
151;Processador Intel Core I9 10900KF, 5.30GHz, Box - BX8070110900KF;2.087,95
152;Processador Intel Core I5 650, 3.2GHz, Cache 4MB, LGA 1156, Sem Cooler Tray;191,50
153;Processador AMD Ryzen 5 7600 4,00ghz, 6-core, 38MB, Am5;1.579,90
154;Processador Intel Core I9 12900F, 3.80GHz, 16 Core, LGA 1700;4.142,86
155;Processador Intel Core I7-10700KF, 3.8GHz (5.1GHz Max Turbo), Cache 16MB, LGA 1200 - BX8070110700KF;1.662,35
156;Processador AMD Ryzen Radeon 9 7950X, 2200MHz, Cache 80MB, 1Hexa Core, AM5, Vídeo Integrado - 100-100000514WOF;3.577,55
157;Processador Intel Core I9-10900F, 2.80GHz, Cache 20MB, 10 Núcleos, 20 Threads, FCLGA 1200, Intel UHD Graphics 630;2.611,46
158;Processador Intel Core I7-10700F, 2.9GHz, Cache 16MB, LGA 1200 - BX8070110700F;1.932,82
159;Processador Intel Core I7-14700f, Turbo Até 5.4ghz, 20-cores, 28-threads, 33mb Cache, LGA 1700 - Bx8071514700f;2.702,80
